,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,Emmanuel,Mudiay,PG,22,198,201,7,57,3.38,3.03,0.78,9,0.416,2.92,0.314,0.43,43.5,2.71,73,3.98,41,73.8,0.85,0.34,65,,,,
players,Mason,Plumlee,C,27,213,235,7,58,2.28,3.59,0.622,7.56,0.524,0.02,0.063,2.7,37,5.88,13,3.36,65,71,0.77,1.2,51,,,,
players,Juan,Hernangomez,PF,21,208,230,7,68,1.32,2.5,0.75,4.65,0.478,3.74,0.407,1.76,3,4.96,27,1.23,86,73,1.19,0.47,58,,,,
players,Trey,Lyles,PF,21,213,234,7,71,1.28,1.61,0.695,7.23,0.462,2.57,0.383,1.12,21,4.82,37,1.12,60,60,0.48,0.32,61,,,,
players,Malik,Beasley,SG,20,195,185,7,51.3,1.7,2.33,0.807,6.5,0.438,2,0.35,0.88,18,3.36,80,1.4,63,82.4,0.8,0.15,62,,,,
players,Darrell,Arthur,PF,29,207.5,235,7,62,1.21,1.08,0.755,7.73,0.491,2.29,0.385,2.07,8,4.04,36,1.89,68,65,1.08,1.08,46,,,,
players,Richard,Jefferson,SF,37,201.5,233,7,81,1.44,1.64,0.774,7.75,0.466,2.92,0.36,1.01,19,3.15,46,2.02,94,75,0.7,0.29,44,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Andre,Drummond,C,23,212.5,279,8,88,1.9,4.04,0.385,12.2,0.523,0.1,0.285,4.31,79,9.08,47,1.17,67,74,1.5,1.19,62,HH,,,
players,Tobias,Harris,PF,24,206.5,235,8,80,1.23,2.8,0.841,9.6,0.51,3.17,0.351,1,44,4.7,60,1.68,75,68,0.7,0.51,78,,,,
players,Stanley,Johnson,SF,20,205.2,244,8,70,2.06,1.8,0.784,7.91,0.407,3.67,0.307,1.18,28,4.73,58,2.24,66,66.4,1.06,0.29,63,,,,
players,Avery,Bradley,SG,26,188.5,178,8,98,1.5,1.1,0.78,8,0.478,6,0.385,1.45,64,4.22,79,2.28,90,63,1.21,0.3,88,,,,
players,Reggie,Jackson,PG,27,191.1,208,8,78,2.94,2.59,0.874,9.78,0.447,2.94,0.358,0.83,42,2.62,82,5.87,70,73,0.73,0.1,80,SP,,,
players,Jon,Leuer,PF,27,210,228,8,66,1.66,2.26,0.762,8.97,0.5,2.42,0.382,1.66,15,6.64,50,1.66,40,60,0.91,0.6,72,,,,
players,Ish,Smith,PG,28,182.4,175,8,61,1.61,2.47,0.835,6.65,0.467,1.61,0.27,0.46,25,2.17,70,6.11,57,69,1.08,0.23,71,,,,
players,Langston,Galloway,PG,25,190,202,8,57,0.85,1.71,0.754,6.09,0.422,3.3,0.344,0.61,25,3.66,52,3.05,67,67,1.1,0.37,63,,,,
players,Luke,Kennard,SG,21,197.8,200,8,47,1.58,3.78,0.849,5.69,0.478,4.03,0.41,0.67,21.5,2.74,43,1.98,93,77,0.76,0.28,72,R,,,
players,Reggie,Bullock,SG,25,201.5,205,8,57,0.61,0.74,0.784,4.63,0.443,3.73,0.381,0.63,25,3.84,69,1.83,67,43,1.07,0.18,64,,,,
players,Anthony,Tolliver,PF,31,204.9,240,8,76,1.12,1.81,0.737,4.67,0.534,4.56,0.36,1.06,45,4.9,55,1.79,66,47,0.74,0.51,55,,,,
players,Boban,Marjanovic,C,28,222.5,290,8,58,1.34,3.61,0.763,6.89,0.594,0.07,0.11,2.64,20,5.16,11,1.07,65,66,0.53,1.07,32,,,,
players,Henry,Ellenson,PF,19,210.3,231,8,43,2.3,4.17,0.556,5.84,0.424,1.33,0.266,0.95,1.5,6.28,30,1.82,63,66.6,0.48,1.13,48,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zaza,Pachulia,C,33,212.1,270,9,78,1.87,3.37,0.778,7.23,0.543,0.08,0.229,3.5,23,6.99,30,3.54,60,62,1.17,0.8,54,,,,
players,Draymond,Green,PF,27,201.1,230,9,98,2.43,2.85,0.706,5.9,0.483,2.6,0.317,1.3,69,6.36,66,6.39,90,70,1.95,1.4,81,PT,,,
players,Kevin,Durant,SF,28,207.2,240,9,86,2.21,4.57,0.878,12.17,0.568,5.33,0.377,0.6,97,7.6,83,5.37,97,66,1.08,1.49,82,,,,
players,Klay,Thompson,SG,27,202.6,214,9,96,1.7,2.72,0.853,9.2,0.493,8.1,0.416,0.45,70,3.52,75,2.19,57,67,0.83,0.47,96,HH,,,
players,Stephen,Curry,PG,29,190.6,190,9,78,2.91,4.44,0.898,8.17,0.485,8.6,0.411,0.9,100,3.28,90,6.43,80,67,1.75,0.2,92,HH,,,
players,Andre,Iguodala,SF,33,198.8,212,9,89,1.37,1.34,0.714,4.54,0.576,1.85,0.361,0.98,70,3.83,68,4.04,70,65,1.12,0.59,88,PT,,,
players,David,West,PF,36,207.7,250,9,79,1.4,1.56,0.788,8.77,0.554,0.16,0.429,1.55,40,5.03,46,2.8,70,60,0.96,1.12,60,,,,
players,Jordan,Bell,PF,22,205.5,225,9,53,1.78,2.96,0.703,6.32,0.554,0.39,0.2,1.62,8.5,5.45,24,1.82,65,78,1.05,1.68,62,R,,,
players,Nick,Young,SF,31,202.5,210,9,74,0.67,1.58,0.859,6.85,0.483,6.53,0.402,0.6,58,2.35,77,1.26,70,65,0.81,0.18,83,EX,,,
players,Damian,Jones,C,21,213,248,9,61.3,1.52,3.42,0.536,8.83,0.527,0.07,0.139,1.05,8,5.84,44,1.21,91,49,0.17,1.4,57,,,,
players,Shaun,Livingston,PG,31,202.2,182,9,73,1.46,1.75,0.86,6.96,0.553,0.29,0.167,0.73,25,2.34,65,4.38,65,77,1.02,0.44,54,,,,
players,Javale,McGee,C,29,216.5,260,9,68,1.41,2.59,0.5,7.51,0.576,0.07,0.095,3.11,38,5.88,19,0.24,80,56,0.24,1.64,59,,,,
players,Patrick,McCaw,SG,21,201.7,185,9,54,2.08,1.83,0.78,7,0.44,3.27,0.337,0.42,3,2.33,64,2.19,71,71.2,1.34,0.23,67,,,,
players,Omri,Casspi,SF,28,208.2,225,9,63,1.59,2.62,0.608,5.58,0.506,2.03,0.366,0.91,15,5.81,39,1.59,70,64,0.91,0.23,67,,,,
players,Kevon,Looney,SF,21,205.1,220,9,32,1.1,2.5,0.656,5.1,0.514,0.52,0.304,1.6,1,3.52,41,1.53,69,35,0.87,0.92,57,,,,
players,Chris,Boucher,PF,21,210.5,200,9,59,0.99,2.33,0.565,5.23,0.503,2.72,0.331,1.24,1,4.95,36,0.41,47,48,0.41,1.92,52,R,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Clint,Capela,C,22,210.1,240,10,51,1.19,2.68,0.529,9.39,0.639,0.07,0.062,2.46,20,6.63,19,1.17,46,75,0.6,1.46,50,,,,
players,Ryan,Anderson,PF,28,209.5,240,10,78,1.48,3.7,0.873,9.5,0.46,5.71,0.366,2.11,58,4.23,48,1.16,75,66,0.63,0.42,77,,,,
players,Trevor,Ariza,SF,31,204.9,220,10,86,0.84,1.58,0.743,4.07,0.539,5.53,0.342,0.8,65,3.7,82,2.3,70,68,1.68,0.25,90,,,,
players,James,Harden,SG,27,197.2,220,10,24,4.73,8.6,0.85,11.7,0.523,8,0.344,1.7,99,4.46,86,10.95,61,66,1.54,0.57,96,HH,,,
players,Chris,Paul,PG,31,184.5,175,10,96,2.4,3.85,0.886,7.79,0.519,3.76,0.409,0.85,80,3.72,84,9.17,85,74,1.82,0.15,81,CG,,,
players,Eric,Gordon,SG,28,194.5,215,10,77,1.55,2.39,0.838,7.49,0.468,6.51,0.37,0.65,72,2.12,88,2.8,80,65,0.6,0.49,86,EX,,,
players,PJ,Tucker,SF,31,200.4,260,10,78,0.79,1.77,0.676,4.24,0.443,2.34,0.349,2.24,66,4.26,67,1.47,50,65,1.55,0.32,71,,,,
players,Luc,Mbah a Moute,SF,30,203.9,230,10,86,0.53,1.13,0.676,6.73,0.547,1.14,0.387,0.75,30,3.04,64,0.74,65,65,1.25,0.52,79,,,,
players,Chinanu,Onuaku,C,19,209.1,246,10,62,2.15,1.17,0.581,6.83,0.558,0.07,0.108,1.38,2,5.85,37,1.54,69,50.8,0.73,1.91,39,,,,
players,Zhou,Qi,C,20,219.4,209,10,44.3,1.68,4,0.6,8.67,0.523,0.27,0.255,1.33,13,4.62,35,1.5,46,74.8,0.3,1.41,59,,,,
players,Nene,Hilario,C,34,212.7,250,10,67,1.92,3.98,0.588,9.31,0.623,0.15,0.105,1.43,25,5.45,23,1.68,75,64,1.09,0.66,48,,,,
players,Tarik,Black,PF,25,207.8,250,10,52,1.24,2.48,0.422,5.58,0.556,0.07,0.057,2.62,8,6.71,30,0.83,75,65,0.88,1.09,50,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Indiana Pacers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Myles,Turner,C,21,211.2,244,11,65.3,1.28,3.68,0.807,9.22,0.534,1.33,0.347,1.43,33,5.35,44,1.28,83,71,0.87,2.11,76,PT,,,
players,Thaddeus,Young,PF,28,203.5,221,11,68,1.27,1.2,0.534,8.46,0.55,1.46,0.371,1.7,43,4.56,42,1.81,75,65,1.34,0.44,69,,,,
players,Bojan,Bogdanovic,SF,28,202.7,216,11,76,1.56,2.05,0.843,7.17,0.488,5.17,0.378,0.73,49,3.59,78,1.77,45,56,0.55,0.2,69,IH,,,
players,Victor,Oladipo,SG,24,193.7,210,11,83,1.8,2.32,0.75,9.43,0.489,4.5,0.362,0.7,71,3.62,89,3.26,75,70,1.23,0.35,87,,,,
players,Darren,Collison,PG,29,184.9,175,11,77,1.66,2.48,0.858,8.63,0.492,2.09,0.42,0.43,46,1.79,68,4.59,65,66,0.96,0.11,73,,,,
players,Ike,Anigbogu,C,19,210.4,250,11,82,1.78,3.2,0.535,7.32,0.543,0.05,0.098,2.21,7,6.71,24,0.52,65,65,0.52,2.42,60,R,,,
players,Cory,Joseph,PG,25,191.5,185,11,63,1.55,2.62,0.764,7.31,0.475,1.67,0.273,0.6,38,2.5,72,3.7,55,71,0.92,0.33,81,,,,
players,Domantas,Sabonis,PF,22,209.2,231,11,78.7,1.91,3.67,0.651,5.16,0.43,2.07,0.327,1.57,24,4.29,58,1.69,70,65.4,0.72,0.67,73,,,,
players,TJ,Leaf,PF,20,210.5,225,11,61,1.48,2.51,0.711,6.5,0.529,1.08,0.367,1.43,6.5,5.53,34,1.99,60,73,0.52,0.79,55,R,,,
players,Glenn,Robinson III,SG,23,198.8,222,11,66,0.67,1.47,0.712,4.28,0.512,3.29,0.392,1.23,13,3.94,82,1.19,40,63,0.91,0.41,60,,,,
players,Lance,Stephenson,SG,26,197.1,228,11,71,2.09,2.52,0.805,7.99,0.491,1.19,0.355,0.73,12,3.7,40,3.25,75,42,0.81,0.23,59,,,,
players,Al,Jefferson,C,32,210.1,289,11,61,0.89,2.49,0.759,12.5,0.493,0.01,0.121,1.53,21,6.04,14,1.74,80,62,0.53,0.54,42,,,,
players,Joe,Young,PG,24,188.2,180,11,43,2.14,1.6,0.8,7.86,0.433,2.47,0.217,0.27,6,2.94,71,4.28,75,71,0.96,0.13,65,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Deandre,Jordan,C,28,213.1,265,12,98,1.4,5.17,0.48,7.27,0.685,0.07,0.095,3.1,64,8.98,48,1.2,81,68,0.62,1.61,86,SP,,,
players,Blake,Griffin,PF,28,210.7,251,12,83,2.29,5,0.757,13,0.51,1.5,0.338,1.5,88,6.42,77,5.27,90,73,0.88,0.5,89,SP,,,
players,Danilo,Gallinari,PF,28,210,225,12,74,1.26,4.87,0.898,8.36,0.471,4.1,0.393,1.1,62,3.94,77,2.04,70,67,0.56,0.22,92,,,,
players,Austin,Rivers,SG,24,194.7,200,12,76,1.17,2.28,0.681,7.71,0.51,3.83,0.335,0.95,15,3.35,66,2.19,80,60,1.02,0.21,83,PT,,,
players,Patrick,Beverley,PG,28,185.5,185,12,92,1.43,1.32,0.682,4.84,0.475,4.84,0.4,1.1,37,2.75,75,3.74,78,67,1.43,0.44,80,,,,
players,Lou,Williams,SG,30,187.5,175,12,55,1.77,4.88,0.87,7.91,0.473,4.71,0.344,0.55,43,2.32,80,2.76,73,61,0.99,0.33,83,,,,
players,Milos,Teodosic,PG,30,196.4,196,12,68,1.48,1.64,0.664,5.08,0.438,3.65,0.389,0.36,10,2.07,68,5.97,80,60,1.47,0.69,79,,,,
players,Montrezl,Harrell,PF,23,205.5,240,12,69,1.04,3.12,0.522,5.98,0.597,0.07,0.071,2.21,5,4.52,58,1.04,15,65,0.78,0.78,80,,,,
players,Jawun,Evans,PG,20,182.6,177,12,41,2.76,2.67,0.812,6.93,0.438,1.42,0.355,0.64,8,2.28,78,5.02,74,68,1.31,0.08,71,R,,,
players,Brice,Johnson,PF,22,206.2,230,12,45.3,2.79,2.33,0.763,10.17,0.556,0.07,0.179,1.25,8,5.57,57,1.18,90,70.8,0.74,1.09,53,,,,
players,Sam,Dekker,SF,22,206.1,230,12,45,1.11,1.52,0.586,7.83,0.489,3.91,0.333,2.1,15,4.95,35,1.52,71,41,1.01,0.52,50,,,,
players,Sindarius,Thornwell,SG,22,197.8,215,12,46,2.37,4.46,0.827,4.66,0.442,2.54,0.375,0.91,17,3.2,52,2.02,95,84,1.46,0.32,74,R,,,
players,Wesley,Johnson,SF,29,202.6,215,12,61,0.97,0.83,0.652,5,0.52,5.42,0.333,0.7,16,3.62,51,0.83,48,65,1.53,0.97,54,,,,
players,Willie,Reed,C,26,212.8,245,12,51,0.84,2.19,0.557,6.72,0.553,0.07,0.171,2.49,3,6.73,14,0.82,58,78,0.47,1.26,42,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brook,Lopez,C,28,215.6,275,13,60,2.4,4.5,0.787,12.93,0.519,0.2,0.143,2.5,70,5.1,42,2,65,68,0.8,1.7,76,,,,
players,Julius,Randle,PF,22,207.8,250,13,62,2.27,3.84,0.715,9.74,0.503,0.92,0.273,2.24,60,6.74,49,3.56,71,70,0.73,0.45,82,HH,,,
players,Brandon,Ingram,SF,20,208.2,196,13,58,1.45,2.66,0.619,6.33,0.449,2.4,0.295,1.2,41.5,3.05,66,2.31,86,69.8,0.94,1.14,92,,,,
players,Kentavious,Caldwell-Pope,SG,24,197.8,205,13,78,1.11,2.42,0.831,7.2,0.453,5.17,0.352,0.95,74,2.92,77,2.53,55,68,1.24,0.2,90,,,,
players,Lonzo,Ball,PG,20,198.4,190,13,62,3.35,2.27,0.681,4.79,0.443,4.55,0.363,1.41,42.5,4.66,71,7.13,74,64,1.28,0.68,70,R,,,
players,Jordan,Clarkson,SG,24,197.6,185,13,71,2,1.97,0.804,9.17,0.503,3.96,0.328,0.97,65,2.12,89,2.62,66,72,1.14,0.13,83,SP,,,
players,Andrew,Bogut,C,33,214.4,264,13,90,1.68,0.98,0.48,5.92,0.625,0.07,0.157,2.47,50,7.64,31,3.3,82,61,0.72,2.23,48,IH,,,
players,Kyle,Kuzma,PF,22,208,221,13,48,2.07,3.84,0.669,8.25,0.463,2.53,0.292,1.63,25.5,6.94,54,2.34,65,51,0.58,0.48,68,R,,,
players,Loul,Deng,SF,32,206.5,220,13,79,0.83,1.13,0.725,5.39,0.44,2.47,0.301,1.77,57,4.8,68,1.92,65,61,1.17,0.4,78,,,,
players,Larry,Nance Jr,PF,24,206.1,230,13,42,0.97,1.25,0.741,6.65,0.543,0.29,0.277,2.33,28,5.31,40,1.46,60,71,1.4,0.68,60,,,,
players,Thomas,Bryant,C,20,210.5,255,13,48,2.27,3.51,0.73,6.38,0.519,1.51,0.35,1.34,2,5.35,35,1.52,70,59,0.73,1.44,75,R,,,
players,Josh,Hart,SG,22,200.4,215,13,51,1.97,3.97,0.747,4.22,0.489,3.23,0.38,0.6,13.5,3.27,60,2.67,77,57,1.36,0.27,67,R,,,
players,Tyler,Ennis,PG,22,191.1,194,13,57,1.88,1.32,0.735,6.92,0.455,1.51,0.333,0.56,12,2.45,64,3.95,80,66,0.94,0,63,,,,
players,Ivica,Zubac,C,20,217.6,265,13,34.3,3.7,3,0.657,9.67,0.527,0.07,0.1,1.53,8,5.45,26,0.81,60,43.4,0.66,1.59,62,,,,
players,Corey,Brewer,SF,31,207.2,184,13,61,1.41,2.4,0.75,5.26,0.475,3.01,0.272,0.91,21,3.16,42,2.2,70,65,1.52,0.39,57,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Memphis Grizzlies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Marc,Gasol,C,32,217.6,265,14,79,2.19,4.2,0.839,11.67,0.481,2.5,0.386,1.1,69,5.2,54,4.63,75,72,0.87,1.27,83,IH,,,
players,Jarell,Martin,PF,22,208.1,239,14,83,1.38,2.47,0.795,5.41,0.398,1.24,0.352,2.65,11,6.67,57,0.47,84,49,0.95,0.55,73,,,,
players,James,Ennis III,SF,26,202.9,210,14,68,1.25,2.56,0.803,6.08,0.458,2.92,0.411,1.72,23,5.87,59,1.77,62,67,1.18,0.46,65,,,,
players,Andrew,Harrison,SG,22,200.8,213,14,72,1.89,3.84,0.769,3.54,0.356,3.63,0.289,0.61,14,2.88,71,3.97,78,58,1.42,0.56,84,,,,
players,Mike,Conley,PG,29,186.5,175,14,98,2.26,4.49,0.864,8.69,0.494,4.73,0.406,0.87,74,2.58,90,6.22,70,72,1.32,0.28,87,HH,,,
players,Mario,Chalmers,PG,31,188.8,190,14,74,1.86,1.64,0.794,5.75,0.459,3.85,0.379,0.61,38,2.55,64,5.42,80,62,1.58,0.27,79,,,,
players,Dillon,Brooks,SF,21,202.9,225,14,56,1.97,3.55,0.742,8.1,0.487,3.28,0.388,0.58,15,2.39,65,2.65,57,48,1.08,0.48,72,R,,,
players,Chandler,Parsons,PF,28,207,227,14,73,0.87,1.79,0.814,6.12,0.455,3.22,0.333,1.14,51,3.93,58,2.38,75,70,0.86,0.32,70,,,,
players,Jamychal,Green,PF,26,209.5,227,14,72,1.16,2.24,0.802,4.82,0.543,1.58,0.381,2.29,24,5.53,58,1.28,65,61,0.73,0.56,69,,,,
players,Tyreke,Evans,SG,27,198.5,222,14,46,2.05,2.64,0.796,8.19,0.446,2.78,0.303,0.84,12,3.79,61,4.29,80,70,1.08,0.32,49,SP,,,
players,Ben,McLemore,SG,24,196.7,195,14,51,2.06,2.06,0.718,6.49,0.475,3.7,0.362,0.69,40,2.33,71,1.65,80,75,1.1,0.14,75,,,,
players,Brandan,Wright,PF,29,209.5,240,14,60,1.26,3.15,0.542,6.78,0.674,0.07,0.071,1.89,19,3.78,2,0.79,65,61,0.63,2.05,75,,,,
players,Wayne,Selden,SG,21,198.8,223,14,77.7,2.08,2.58,0.543,6.33,0.472,3.47,0.364,0.52,6,2.41,70,2.43,81,43.6,0.66,0.24,54,,,,
players,Ivan,Rabb,PF,20,210.5,220,14,50,2.17,4.09,0.663,6.41,0.457,0.46,0.371,1.28,5,6.71,35,1.06,76,71,0.55,0.77,59,R,,,
players,Deyonta,Davis,PF,20,209.2,230,14,61.3,1.83,1.75,0.559,6,0.51,0.07,0.112,1.6,4,5.45,28,1.22,69,67.6,0.36,1.84,40,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hassan,Whiteside,C,27,214.9,235,15,86,2.04,4.57,0.63,10.46,0.558,0.07,0.143,3.59,58,10.93,47,0.72,55,67,0.65,2.11,76,HH,,,
players,Kelly,Olynyk,PF,26,215.2,238,15,66,1.56,2.7,0.75,7.69,0.538,3.67,0.353,1.62,36,4.87,33,2.59,75,73,1.14,0.71,73,IH,,,
players,Josh,Richardson,SF,23,197.7,200,15,77,1.16,1.47,0.697,6.23,0.446,3.61,0.332,0.65,44,2.56,86,2.64,94,70,1.09,0.71,86,,,,
players,Dion,Waiters,SG,25,195.1,225,15,78,2.21,2.76,0.653,10.19,0.438,4.3,0.396,0.57,44,2.97,81,4.28,80,67,0.94,0.42,73,EX,,,
players,Goran,Dragic,PG,30,191.1,190,15,86,2.88,4.4,0.787,12.28,0.5,2.48,0.403,0.7,58,3.47,68,5.82,70,65,1.21,0.17,85,CG,,,
players,Justise,Winslow,SF,21,201.5,225,15,92,1.59,2.07,0.654,7.34,0.443,1.72,0.267,0.9,11,4.16,61,3.03,71,73.2,1.17,0.3,69,,,,
players,Tyler,Johnson,PG,24,195.3,186,15,53,1.16,3.5,0.767,8.34,0.466,2.9,0.375,0.9,30,3.12,62,3.21,75,70,1.15,0.63,73,,,,
players,Edrice,Adebayo,C,20,210.5,260,15,70,1.68,4.49,0.65,5.16,0.566,0.01,0.238,1.48,26.5,6.08,28,0.71,74,75,0.71,1.51,52,R,,,
players,James,Johnson,PF,30,211.7,250,15,86,1.52,2.03,0.574,5.9,0.533,2.03,0.303,0.85,22,2.88,57,2.03,65,65,0.85,1.01,77,,,,
players,AJ,Hammons,C,24,215.1,278,15,65,2.02,2.33,0.703,8,0.493,0.47,0.301,1.3,7,6.16,25,1.04,66,46.4,0.3,2.41,47,,,,
players,Rodney,McGruder,SG,25,195.1,205,15,69,0.92,1.31,0.66,4.1,0.428,3.11,0.344,1.42,12,3.65,71,1.74,64,52,0.85,0.25,68,,,,
players,Wayne,Ellington,SG,29,194,200,15,58,0.82,1.09,0.857,6.61,0.41,4.78,0.358,0.41,35,2.73,77,1.5,40,62,0.93,0.22,73,,,,
players,Udonis,Haslem,PF,36,204.9,235,15,81,0.35,1.39,0.786,5.36,0.429,0.7,0.111,1.04,21,6.26,39,1.39,70,59,0.35,0.35,54,,,,
players,Okaro,White,PF,24,206.5,204,15,47,1.01,1.92,0.889,3,0.441,2.31,0.476,1.01,14,3.05,54,0.69,65,64,0.48,0.32,52,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Milwaukee Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Greg,Monroe,C,26,212.8,250,16,50,2,4.23,0.74,10.9,0.535,0.07,0.171,2.39,22,6.01,13,2.58,65,71,1.19,0.55,40,,,,
players,Jabari,Parker,PF,22,204,240,16,66,1.82,3.41,0.738,10.28,0.525,2.44,0.367,1.34,72,4.18,73,3.13,74,75,0.92,0.41,83,HH,,,
players,Giannis,Antetokounmpo,SF,22,211.6,217,16,84,2.89,4.6,0.774,15.13,0.558,1.8,0.276,2.1,98,6.8,91,5.4,74,81,1.6,1.77,98,HH,,,
players,Tony,Snell,SG,25,202.8,208,16,87,0.68,0.71,0.809,3.94,0.543,3.93,0.404,0.63,70,3.13,88,1.6,75,62,0.83,0.27,92,,,,
players,Malcolm,Brogdon,PG,21,196.4,215,16,60.3,1.35,2,0.868,6.5,0.477,2.67,0.404,0.57,44,2.67,72,4.58,74,62.6,1.21,0.17,72,PT,,,
players,Chris,Middleton,SF,25,203.2,225,16,63,2.16,3.07,0.878,7.9,0.458,3.13,0.434,0.7,54,3.3,77,3.83,60,65,1.38,0.2,78,,,,
players,Matthew,Dellavedova,PG,26,195.2,198,16,89,1.72,1.43,0.854,4.3,0.41,2.81,0.381,0.64,49,2.09,80,7.14,70,74,0.84,0.08,78,CG,,,
players,Thon,Maker,PF,20,214.1,219,16,68.3,0.86,2.91,0.683,4.34,0.511,2.93,0.379,1.63,22,5.04,54,1.23,29,82.2,0.62,1.5,56,PT,,,
players,John,Henson,C,26,212.1,230,16,61,1.44,2.7,0.69,8.05,0.514,0.07,0.133,1.66,21,4.78,24,1.48,70,71,0.7,2,51,PT,,,
players,Jason,Terry,SG,39,188.1,181,16,78,0.84,0.72,0.828,5.17,0.445,4.53,0.356,0.82,57,2.75,74,2.87,80,65,1.41,0.43,86,,,,
players,Rashad,Vaughn,SG,20,198.5,202,16,58,0.94,0.31,0.765,4.21,0.351,5.64,0.388,0.34,2,2.87,72,1.15,93,72,1.45,0.53,83,,,,
players,DeAndre,Liggins,SG,28,197.8,209,16,46,1.7,1.6,0.595,6.7,0.41,2.5,0.367,0.62,3,2.92,63,2.27,53,61,1.68,0.62,85,,,,
players,Mirza,Teletovic,PF,31,204.5,242,16,61,0.96,1.23,0.784,5.59,0.461,5.8,0.345,1.06,34,3.52,41,1.41,77,51,0.41,0.41,46,IH,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Karl-Anthony,Towns,C,21,212,242,17,69.7,2.13,3.47,0.831,12.46,0.567,2.52,0.365,3.21,72,5.82,56,2.31,60,77.6,0.55,1.15,93,HH,,,
players,Taj,Gibson,PF,31,206.1,223,17,75,1.58,2.25,0.722,11.25,0.495,0.11,0.19,2.41,45,6.21,50,1.2,75,67,0.86,0.9,69,,,,
players,Andrew,Wiggins,SF,22,205.1,200,17,60,1.91,4.83,0.761,13.67,0.468,2.77,0.357,1.15,87,1.82,97,2.28,60,70,1,0.44,99,SP,,,
players,Jimmy,Butler,SG,27,201.5,216,17,95,1.88,7.1,0.872,11.63,0.467,2.17,0.312,1.2,82,4.68,84,4.98,80,70,1.73,0.39,100,,,,
players,Jeff,Teague,PG,28,189.5,195,17,70,2.58,5.08,0.865,7.88,0.472,3.02,0.358,0.64,65,2.9,72,8,75,70,1.32,0.33,88,SP,,,
players,Gorgui,Dieng,PF,27,212.9,235,17,61,1.24,1.36,0.807,6.93,0.495,0.96,0.371,1.98,22,5.11,55,1.95,45,67,1.1,1.1,94,,,,
